video,prompt,input_image,icon_image
maze4_0914.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0914_00.png,maze4_0914_icon.png
maze4_0915.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0915_00.png,maze4_0915_icon.png
maze4_0916.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0916_00.png,maze4_0916_icon.png
maze4_0917.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0917_00.png,maze4_0917_icon.png
maze4_0918.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0918_00.png,maze4_0918_icon.png
maze4_0919.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0919_00.png,maze4_0919_icon.png
maze4_0920.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0920_00.png,maze4_0920_icon.png
maze4_0921.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0921_00.png,maze4_0921_icon.png
maze4_0922.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0922_00.png,maze4_0922_icon.png
maze4_0923.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0923_00.png,maze4_0923_icon.png
maze4_0924.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0924_00.png,maze4_0924_icon.png
maze4_0925.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0925_00.png,maze4_0925_icon.png
maze4_0926.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0926_00.png,maze4_0926_icon.png
maze4_0927.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0927_00.png,maze4_0927_icon.png
maze4_0928.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0928_00.png,maze4_0928_icon.png
maze4_0929.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0929_00.png,maze4_0929_icon.png
maze4_0930.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0930_00.png,maze4_0930_icon.png
maze4_0931.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0931_00.png,maze4_0931_icon.png
maze4_0932.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0932_00.png,maze4_0932_icon.png
maze4_0933.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0933_00.png,maze4_0933_icon.png
maze4_0934.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0934_00.png,maze4_0934_icon.png
maze4_0935.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0935_00.png,maze4_0935_icon.png
maze4_0936.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0936_00.png,maze4_0936_icon.png
maze4_0937.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0937_00.png,maze4_0937_icon.png
maze4_0938.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0938_00.png,maze4_0938_icon.png
maze4_0939.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0939_00.png,maze4_0939_icon.png
maze4_0940.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0940_00.png,maze4_0940_icon.png
maze4_0941.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0941_00.png,maze4_0941_icon.png
maze4_0942.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0942_00.png,maze4_0942_icon.png
maze4_0943.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0943_00.png,maze4_0943_icon.png
maze4_0944.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0944_00.png,maze4_0944_icon.png
maze4_0945.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0945_00.png,maze4_0945_icon.png
maze4_0946.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0946_00.png,maze4_0946_icon.png
maze4_0947.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0947_00.png,maze4_0947_icon.png
maze4_0948.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0948_00.png,maze4_0948_icon.png
maze4_0949.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0949_00.png,maze4_0949_icon.png
maze4_0950.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0950_00.png,maze4_0950_icon.png
maze4_0951.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0951_00.png,maze4_0951_icon.png
maze4_0952.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0952_00.png,maze4_0952_icon.png
maze4_0953.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0953_00.png,maze4_0953_icon.png
maze4_0954.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0954_00.png,maze4_0954_icon.png
maze4_0955.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0955_00.png,maze4_0955_icon.png
